AnimalID,Name,Breed,Species,RegNum
AR0218,5L Norseman King 2291,Red Angus,Test,806707
271AR5850,5L The Ribmeister 2736-48F,Red Angus,Test,
59AR651,5L Top Gun 560-65B,Red Angus,Test,
271AR5847,5L Up The Limit 1096-54F,Red Angus,Test,
271AR5845,5L Whatta Deal 950-143F,Red Angus,Test,
271AR5782,5L Wrangler 1974-166E,Red Angus,Test,
16AR2386,5-L Zeus 53A,Red Angus,Test,1608342
47AR1003,AHE MAXXUM 158,Red Angus,Test,61190
16AR2353,AHL Flashback 446B,Red Angus,Test,1667094
AR507,Arson,Red Angus,Test,
16AR0072,Bar S King Rob 8185,Red Angus,Test,608426
237AR1161,Basin EXT 5233,Red Angus,Test,
90AR2240,Basin Hobo 79E,Red Angus,Test,492175
6015 157AR63,BB 5236 BB Red 6015,Red Angus,Test,322719
41AR2234,BB 5236 BBRED 6026,Red Angus,Test,322726
109AR21,BB 6318 Dominator  6685,Red Angus,Test,
90AR38,Beckton 1/18/91,Red Angus,Test,
16AR2453,Beckton Accent Y312 N3,Red Angus,Test,1451236
16AR2130,Beckton Clifftop Z500 E4,Red Angus,Test,1544604
16AR1456,Beckton Cody T085 K2,Red Angus,Test,1178380
271AR5007,Beckton Epic U749 K4,Red Angus,Test,1259558
16AR1846,Beckton Julian X321 E4,Red Angus,Test,1382993
16ARN454,Beckton Lancer F27OT,Red Angus,Test,
271AR7134,Beckton Nebula P707,Red Angus,Test,
16AR1990,Beckton Nebula Y317 D3,Red Angus,Test,1451281
16AR2814,Beckton New Era D206 E3,Red Angus,Test,3551017
16ART724,Beckton Zenith 2123,Red Angus,Test,
29AR0186,BFCK Cherokee Canyon 4912,Red Angus,Test,
AR0186,BFCK Cherokee CNYN 4912,Red Angus,Test,101043
RA150,Bieber Bolero 7716,Red Angus,Test,730905
14AR2022,Bieber Make Mimi,Red Angus,Test,
11AR1003,BJR Make My Day 1193,Red Angus,Test,411482
1AR887,BJR Make My Day 981 1193,Red Angus,Test,411482
90AR2245,Bodacious 693,Red Angus,Test,
109AR81,Bonanza,Red Angus,Test,
16AR2251,Bowl 714 Ponderosa 116,Red Angus,Test,1446574
16AR2563,BRA Expectation 461,Red Angus,Test,3489613
16AR2975,BRA Rancher Kind 352 633,Red Angus,Test,
109AR121,Brown AA Sensational B5147,Red Angus,Test,
507AR57,Brown Covenant U7584,Red Angus,Test,
16AR2518,Brown Epic A7540,Red Angus,Test,1607160
7AR75,Brown Pacesetter Y7170,Red Angus,Test,
1AR893,Brown Vacation H7106,Red Angus,Test,
16AR1091,Brown-CBAR Affirmed,Red Angus,Test,1003224
AR543,Brylor Wraz Making Waves 39X,Red Angus,Test,
59AR543,Brylor Wraz Makn Waves 39X,Red Angus,Test,
156AR051,BTF 6104 8350,Red Angus,Test,350880
156AR041,BTF1 3868,Red Angus,Test,437743
90AR2171,BUF CRK Barney 3474,Red Angus,Test,455766
90AR2282,BUF CRK CHIEFLY GOLD 4526,Red Angus,Test,529622
90AR2468,Buf Crk Cornerstone 5210,Red Angus,Test,621895
237AR1182,BUF CRK Julian R034,Red Angus,Test,
41AR3107,BUF Crk Jullian 5210,Red Angus,Test,621895
16AR1251,Buf Crk Lancer R017,Red Angus,Test,1050008
29AR0199,BUF CRK Romeo L081,Red Angus,Test,795492
AR0199,BUF CRK Romeo L081,Red Angus,Test,
271AR5027,Buf CRK The Right Kind U199,Red Angus,Test,
AR0129,Buffalo Creek Hobo 1961,Red Angus,Test,
106AR04957,Calvo Red Grazer 57E,Red Angus,Test,
106AR04964,Calvo Triton 64E,Red Angus,Test,
16AR2180,C-Bar Conquest 194Y,Red Angus,Test,1545409
29AR0250,C-Bar Evolution 107Y,Red Angus,Test,
59AR621,C-Bar RJ Genesis A31,Red Angus,Test,
16AR2203,Chip Ring of Fire 360A,Red Angus,Test,1588888
AR9903,CHOCTAW CHIEF 4D73 373,Red Angus,Test,13072B
54AR206,Colorado Chunkn,Red Angus,Test,
14AR2028,Conquest,Red Angus,Test,
AR0080,Cowboy Cut,RED Angus,Test,
54AR1007,CRSL Navaho,Red Angus,Test,
1AR0921,D. Red Native F207,Red Angus,Test,
16AR2541,Damar Doctor C501,Red Angus,Test,1748313
272AR0512,Damar Trump,Red Angus,Test,
109AR117,Detour,RED Angus,Test,
237AR1273,Detour 2W,Red Angus,Test,
271AR7151,Feddes Direct Nors 7130,Red Angus,Test,
16AR2884,Fires Deuces Wild 69A,Red Angus,Test,1729728
272AR0058,Flying W Maroon Five,Red Angus,Test,
178AR1125,Foster High Beam 1030,Red Angus,Test,
28AR574,Get Along Wander 905,Red Angus,Test,
1AR878,Glacier Chateau,Red Angus,Test,
AR0142,Glacier Logan 210,Red Angus,Test,
AR0167,Gold Robber,Red Angus,Test,
Goldstone,Goldstone,Red Angus,Test,
41AR3174,GV 555 Rambo 883H,Red Angus,Test,667182
16AR1018,Hammel Ekalaka 85P,Red Angus,Test,974571
16AR05,Hercules 109,Red Angus,Test,26862 B
29AR0161,HLH Equalizer 502-705,Red Angus,Test,570488
16AR2243,HPR Cade's Brilliance 2681,Red Angus,Test,17727809
AR3200,Hughes,Red Angus,Test,
54AR535,HVST ChiefSequoya R336,Red Angus,Test,
129RA297,HXC 4424B,Red Angus,Test,1719141
14AR02028,HXC Conquest 4405P,Red Angus,Test,
106AR04817,HXC Franchise 7033E,Red Angus,Test,
16AR2482,HXC Hot Shot 4424B,Red Angus,Test,1719141
49AR3015,IKC IND CHIEF 1079,Red Angus,Test,684836
16AR1727,J Bar Virile L6 514,Red Angus,Test,1081433
16AR1970,JJX Mingo 106Y,Red Angus,Test,1438559
16AR1895,JKC Fireman 29X,Red Angus,Test,1367891
54AR0455,JKC Huckleberry 701,Red Angus,Test,
16AR1964,JKC Top Gun 107Y,Red Angus,Test,1454067
99AR6112,Jordan's Red Rock 858N,Red Angus,Test,1005282
16AR1714,Jordans Ultimate Red 659U,Red Angus,Test,1650495
54AR242,JRI Profit Free Agent 46N,Red Angus,Test,852366
41AR3153,Julian 7526G 510-915,Red Angus,Test,705446
16AR3045,KCC Enduring 416-724,Red Angus,Test,3774531
90AR8387,King 2291,Red Angus,Test,806707
16AN2915,LARR Hard Drive 7191,Red Angus,Test,3753227
AR329,Lazy Mc Smash,Red Angus,Test,
54AR1124,LCA Haggard 799E,Red Angus,Test,3828815
54AN8274,"LCA Haggard 799E  ""Haggard""",Red Angus,Test,N/A
156AR09,LCB Jewel Maker N155,Red Angus,Test,
16AR3111,LCC El Enamorado E427,Red Angus,Test,3741169
29AR0215,LCC Gravity B252L,Red Angus,Test,786313
1AR0896,LCC Major League,Red Angus,Test,
AR0203,LCC Sterling B055M,Red Angus,Test,
1AR0872,LCHMN Copper Rob 12040,Red Angus,Test,502221
90AR2363,LCHMN GRANDCANYON 1244G,Red Angus,Test,566481
AR0149,LCHMN No Equal 1174D,Red Angus,Test,453653
29AR0149,LCHN No Equal 1174,Red Angus,Test,
16AR2148,LCS Z6,Red Angus,Test,1542264
AR649,Leachman & Rogue River,Red Angus,Test,299328
7AR24,Leachman EBV 6703,Red Angus,Test,194921
AR0215,Leachman Gravity,Red Angus,Test,
AR211,Leachman King Rob,Red Angus,Test,
90AR149,Leachman King Rob 8621,Red Angus,Test,335067
49AR1590,Leachman Little John,Red Angus,Test,
AR0146,Leachman None Better,Red Angus,Test,355484
271AR5162,Leland Right Gun 292X,Red Angus,Test,
1AR0904,LIC Mission Statement P27,Red Angus,Test,
154AR040,Lindsay URR Star 713,Red Angus,Test,
501AR0904,LJC Mission Statement P27,Red Angus,Test,
29AR0142,Logan,Red Angus,Test,
AR8846,LSF Conqueror 0026X,Red Angus,Test,1368793
16AR2324,LSF MEW Prime Rate 3621A,Red Angus,Test,1630260
16AR1926,LSF RAB Sovereign X7880,Red Angus,Test,1379614
90AR8954,LSF TBJ Takeback 4856B,Red Angus,Test,
29AR0262,LSF/BRA No Worries 4657B,Red Angus,Test,
90AR8971,LSR RHO Titonka Z721,Red Angus,Test,
54AR283,MAF Marias 075 K15,Red Angus,Test,743251
AR34,Majestic Lightning,Red Angus,Test,
14AR2034,Makin Hay 9913,Red Angus,Test,
AR27,Masterplan,Red Angus,Test,
29AR0205,Messmer Judge 36N,Red Angus,Test,
AR0205,Messmer Judge 36N,Red Angus,Test,106310
1AR0911,Messmer Packer,Red Angus,Test,
AR911,Messmer Packer S008,Red Angus,Test,
AR343,Mulberry 26P,Red Angus,Test,
16AR3070,Mushrush 84S Julian E616,Red Angus,Test,3795612
16AR2335,Mushrush Apollo A382,Red Angus,Test,1666177
16AR2742,Mushrush Apollo D291,Red Angus,Test,3524988
16AR2680,Mushrush Clifftop B305,Red Angus,Test,1707812
16AR2960,Mushrush Double Down D647,Red Angus,Test,3610433
11AR03066,Mushrush Exacto,Red Angus,Test,3521009
16AR2998,MUSHRUSH FERDINAND E019,Red Angus,Test,3707639
1AR954,Mushrush Impact Z352,Red Angus,Test,1589455
16AR2214,Mushrush Impact Z352  (Impressive),Red Angus,Test,1589455
1AR929,Mushrush Impressive CA U236,Red Angus,Test,1295159
16AR2901,Mushrush Impressive Z351,Red Angus,Test,1589458
1AR931,Mushrush Lock N' Load 4213,Red Angus,Test,1295148
16AR1310,Mushrush LT Julian LG S005,Red Angus,Test,1115157
011AR03064,Mushrush Triton A330,Red Angus,Test,1666087
16AR2334,Mushrush Triton A330,Red Angus,Test,1666087
16AR3069,Mushrush Triton E 507,Red Angus,Test,3795576
16AR2335 (Apollo),Mushrush Trojan A382,Red Angus,Test,1666177
1AR950,New Direction,Red Angus,Test,
59AR591,Nexus 554A,Red Angus,Test,
529AR0262,No Worries,Red Angus,Test,
106AR122K,Northline Rob Roy 122K,Red Angus,Test,888676
272AR0161,OCC Easy Red ,Red Angus,Test,1622475
129RA268,OCC Easy Red 809W,Red Angus,Test,1622476
16AR1904,OCC Easy Red 809W,Red Angus,Test,1622476
16AR0232,OCC Headline 611H,Red Angus,Test,702463
129AR0656,OCC Legend 6161,Red Angus,Test,
49AR3085,OCC No Doubt 622N,Red Angus,Test,939646
RA271,OCC Red Line 1194,Red Angus,Test,1598499
RA270,OCC Zain 802Z,Red Angus,Test,
129AR269,OCC Zodiac 655Z,Red Angus,Test,17715632
129RA269,OCC Zodiac 655Z,Red Angus,Test,17715632
129RA0269,OCC Zodiak 655Z,Red Angus,Test,17715632
16AR2981,Over Empire 720E ET,Red Angus,Test,3627115
16AR1218,PADG Julian 178,Red Angus,Test,895096
014AR02061,Pelton Statement 225W,Red Angus,Test,
16AR0991,Pelton's My Day 530K,Red Angus,Test,761102
523AR1501,Pie One of A Kind 352,Red Angus,Test,
129RA324,PZC Powerhouse 5770,Red Angus,Test,
16AR2481,PZC TMAS Red Zone 2795,Red Angus,Test,1568475
59AR576,PZC TMAS Red Zone 2795,Red Angus,Test,1568475
1AR202,RD Bar None 38E,Red Angus,Test,497403
1AR201,RD ER Wrangler 33D,Red Angus,Test,468119
156AR067,RD Freedom 33G,Red Angus,Test,
28AR0564,Red BCC Crimson Jewels 102U,Red Angus,Test,
28AR564,Red BCC Crimson Jewels 102U,Red Angus,Test,
AR0075,Red Brylor Arson 55Y,Red Angus,Test,1623811
28AR0622,Red Brylor Eberle 50Y,Red Angus,Test,
28AR622,Red Brylor Eberle 50Y,Red Angus,Test,
90AR8906,Red Brylor Iceman 8Z,Red Angus,Test,
28AR205,Red Brylor New Trend 220,Red Angus,Test,
028AR00205,Red Brylor New Trend 22D,Red Angus,Test,
28AR0205,Red Brylor New Trend 22D,Red Angus,Test,
59AR544,Red Brylor Sequoia 213X,Red Angus,Test,
511AR3021,Red Brylor Talisker 202T,Red Angus,Test,
237AR1256,Red Cockburn Ribeye 308U,Red Angus,Test,
237AR1267,Red Corner Creek Cash 2R,Red Angus,Test,1290528
1AR952,Red Crowfoot Moonshine 8081U,Red Angus,Test,
AR0225,Red Crowfoot Ole's Oscar 2042M,Red Angus,Test,1060209
129RA323,Red Double B Backroad 2C,Red Angus,Test,1840495
243AR0001,Red Dwajo Gladiator 32L,Red Angus,Test,
109AR193,Red Eagle E7194,Red Angus,Test,
28AR0343,Red Fine Line Mulberry 26P,Red Angus,Test,
28AR343,Red Fine Line Mulberry 26P,Red Angus,Test,
29AR343,Red Fine Line Mulberry 26P,Red Angus,Test,
272AR0259,Red Hill B571,Red Angus,Test,
16AR2666,Red Hill B571 Julian 27C,Red Angus,Test,3470574
271AR7226,Red Hill Julian 845,Red Angus,Test,
523AR1264,Red Lazy MC Lookout 153X,Red Angus,Test,
16AR2568,Red Moose Creek Weston 23B,Red Angus,Test,
237AR1236,Red Northline Trueblood 341T,Red Angus,Test,
109AR113,Red Ringstead Kargo 215U,Red Angus,Test,
28AR0642,Red Ringstead Kargo 215U,Red Angus,Test,1476947
28AR642,Red Ringstead Kargo 215U,Red Angus,Test,1476947
AR642,Red Ringstead Kargo 215U,Red Angus,Test,
777AR0708,Red Six Mile Grand Slam 130Z,Red Angus,Test,
777AR20708,Red Six Mile Grand Slam 130Z,Red Angus,Test,
1AR0914,Red Six Mile Sakic 832S,Red Angus,Test,
129RA312,Red Six Mile Signature 2958,Red Angus,Test,
28AR698,Red Six Mile Signature 2958,Red Angus,Test,
200AR313,Red Six Mile Timberline 880W,Red Angus,Test,
237AR1272,Red Soo Line  Power Eye 161X,Red Angus,Test,1406779
49AR3231,Red Soo Line Power Eye 161X,Red Angus,Test,1406779
AR1272,RED SOO LINE POWER EYE 161X,RED Angus,Test,
28AR507,Red SSS Arson 85U,Red Angus,Test,1467111
28AR532,Red Ter-Don Real Deal 01W,Red Angus,Test,
211 AR152,Red Towaw Integrity 17M,Red Angus,Test,
271AR5486,Red U-2 Foreigner 413B,Red Angus,Test,
28AR751,Red U2 Renown 1936,Red Angus,Test,
28AR0641,Red Wheel Sin City 43T,Red Angus,Test,1420081
16AR1831,Red Wilbar Reload 322X,Red Angus,Test,
1AR946,Redemption,red Angus,Test,
AR946,REDEMPTION,RED Angus,Test,
AR459,RHRA Gold Bar 40217T,Red Angus,Test,
16AR2963,RJRA Frankley E7009,Red Angus,Test,3773881
16AR3086,RJRA Prime Grade F8113,Red Angus,Test,3973080
279AR469,"RL Top Dog 24Z ""Secretariat""",Red Angus,Test,
28AR633,Rolling Deep Y118,Red Angus,Test,
271AR5067,Roosevelt W384,Red Angus,Test,
48AR1031,RYM ABOVE HEAVEN 037,Red Angus,Test,706628
48AR1030,RYM BARNEY 035,Red Angus,Test,706623
28AR743,Santana 73C,Red Angus,Test,
16AR2631,Schular Defender 5523C,Red Angus,Test,3489849
59AR393,Schu-Lar Vista 66175,Red Angus,Test,
16AR2689,Schuler Dynasty 4803B,Red Angus,Test,1696735
59AR720,Schuler Ranch Hand D911,Red Angus,Test,3993018
59AR819,Schuler Ranch Hand F606,Red Angus,Test,3985648
16AR2857,Schuler Red 71 Amped D303,Red Angus,Test,3553372
16AR1973,Schuler Square Deal Y291,Red Angus,Test,144245
AN0446,Scotchman 543,Red Angus,Test,
AR3875,Silverias Mision Nexus 1378,Red Angus,Test,
14AR2017,Special Delivery 690,Red Angus,Test,
16AR1992,SRR True Grit 106,Red Angus,Test,1433623
156AR100,Stalburn Kindle 10K,Red Angus,Test,
16AR3062,Star KKH SSF Once More 2122,Red Angus,Test,
16AR1494,Steadfast Boaz T71,Red Angus,Test,1158668
16AR2097,Steadfast Gundy Y18,Red Angus,Test,1432881
59AR0306,Super Vision R2292,Red Angus,Test,
AR1160,TAW 1634,Red Angus,Test,
16AR0684,TR Julian LT142,Red Angus,Test,
16AR2498,TWG Tommy Jack 166A,Red Angus,Test,1662579
16AR2147,V C W011  (ORION),Red Angus,Test,1329474
7AR38,Vigor,Red Angus,Test,
16AR2644,WCR Cadillac 4039B,Red Angus,Test,1670734
16AR1120,Webr Dr. Phil,Red Angus,Test,
16AR2562,WFL Commitment 5081,Red Angus,Test,3472864
16AR2690,WFL Easy 5287,Red Angus,Test,3472839
16AR2766,WFL Frankly 6015,Red Angus,Test,3547194
16AR2076,WFL Nebula 707 165Z,Red Angus,Test,1542752
16AR1541,WFL Pawnee Canyon 8127,Red Angus,Test,
16AR2226,WFL Yield Grade 223A,Red Angus,Test,1628210
16AR2445,WFLPKR 2758 368B,Red Angus,Test,
16AR2692,WFRA Mr Misunderstood 5060,Red Angus,Test,3521525
294AR0005,WPRA Legacy A-314,Red Angus,Test,
16AR2301,"WSA 1158 ""K""",Red Angus,Test,1506889
177,Cedar Creek Snoop,Red Bone,Test,U978-738
138,Barrows Cedar Creek Ace 11,Red Bone Coonhound,Test,W115-767
7030,Rocky,Red Heeler,Test,none on vial
1,Alfred The Great TBJ,Red Lab,Test,SR79853204
230,Henderson's Droptine Drake,Red Lab,Test,SR94167105
Bracken 3-11-13,Hunt Fields Red Coat Bracken,Red Lab,Test,SR 25118206
228,Jury,Red Lab,Test,
2001,Briar Valley Nite Prowler,Red Tick Coon,Test,U488890
2047,Tubilois Howdy A Like Me Now,Rhodesian,Test,HP318545-04
048 RN1000,CHR Hercules,Romagnola,Test,5801
048RN1000,CHR Hercules,Romagnola,Test,5801
987,Zgigas Getherways Von Boylan,Rott.,Test,WS50628208
906,Deerwoods Livin Fast Forward,Rottweiler,Test,WS24525406
CM0025,Pico Vom Hegestrauch (Prico),Rottweiler,Test,WP33134201
DQ0006,Pico Vom Hegestrauch (Prico),Rottweiler,Test,WP33134201
1035,Steinplatz Just Incredible,Rottweiler,Test,WS317740-02
1028,Titus Aurelius Von Boylan,Rottweiler,Test,WS3539005
7AR86,Stockmarket E119,Rred Angus,Test,
129SA155,DJL Black Majeur 87,Saler,Test,
SA923,1AMO Blackfire 471E,Salers,Test,
49SA1273,BJF Nava Jo 93N,Salers,Test,
90SA3549,Black Bar Tattoe PLD 105D,Salers,Test,
59SA109,Blade Revalation,Salers,Test,
59SA123,Diamond Jack,Salers,Test,
16SA0858,DTS Blk PLD Falon 54L,Salers,Test,P585094
49SA1161,DTS MVF Durjaya 20L,Salers,Test,P570553
16SAZ876,DVC'S Black Bart,Salers,Test,T191256
16SAZ877,EPR Nightrider 19Y,Salers,Test,260157
16SAZ714,EPR Universe 22U,Salers,Test,T152311
16SAT357,EPR Utopia 48U,Salers,Test,T226898
49SA1166,HUBB PLD Dakota 41K,Salers,Test,
49SA1785,JFW Packer 40F,Salers,Test,
SA949,JFW Packer 40F,Salers,Test,
16SAZ169,Kardinal,Salers,Test,391
16SA02,KPM Master 100H,Salers,Test,102001
49SA1025,KTC PLD Falcon,Salers,Test,
SAT839,Les Clayhills Lad,Salers,Test,
16SA0584,MBF Black PLD Stetson,Salers,Test,P554125
34SA129,MBF Gold Bar,Salers,Test,
16SA0342,MBF Master Chief JB01,Salers,Test,P539996
49SA1927,MBF MS Masterlink,Salers,Test,
34SA100,Mouch Grande 955Y,Salers,Test,P228287
SA100,Mucho Grande 955Y,Salers,Test,
90SA3556,Option KK98,Salers,Test,
34SA126 (blank cane),PLD Diamond 256019,Salers,Test,
14SA103,Polled Cavalier,Salers,Test,P150777
16SA1298,RJA Black Sambo 6035,Salers,Test,P634420
59SA176,RRF RTR Tabasco 852H,Salers,Test,
154SA084,RTR Black Talon 53E,Salers,Test,
154SA092,RTR New Mark 118J,Salers,Test,
154SA081,RTR Sterling 04D,Salers,Test,
90SA3582,Springdale Independence 17G,Salers,Test,
75SA035,Sudden Impact,Salers,Test,
114SA0164,Top Blk PLD Emperior 27E,Salers,Test,
17SA003,TV Rainbow,Salers,Test,
49SA1030,TVS BLK Royal Flush 6F,Salers,Test,P479363
Blank Cane,Ultra Slammer,Salers,Test,
129SA152,VLF Solid Gold 9X,Salers,Test,
7134,Aeolus Let Em Talk,Saluki,Test,HP210274-02
6016,Aeolus Straight From The Heart,Saluki,Test,HP210274-02
6,Blue Nile Vanilla Ice,Saluki,Test,HP00987102
482,Carnis Canem Dei Dragonfly,Saluki,Test,HP087324-02
221,Destinys Cadence,Saluki,Test,HP34056805
133,Hajjis Dancin In The Moonlight,Saluki,Test,HP46348601
119,Hajjis Stellar Iron,Saluki,Test,HP36609804
410,Jalynn Keez PVT First Class,Saluki,Test,HP174639-06
483,Marrakech Flash of Canem Dei,Saluki,Test,HP305151-02
2,Yamadan BARQ Al Adeed,Saluki,Test,HP31058501
1009,Yamadan Wahlid Kabiir Al Adeed,Saluki,Test,HP31058401
405,Zyan Into The Storm ,Saluki,Test,HP5169320
911,Erebors Summon The Wind,Samoyed,Test,WS12267903
404,Sundays Hot White Blaze,Samoyed,Test,WP955934-03
U275,K802,Santa Gertrudis,Test,
073 (A),Tumbleweed Night Without Stars,Schipperke,Test,NP29211701
929,Rascal Jonesbriar Crowing Pitch,Schotich Terr,Test,RN2879530
6005,Dante Fire When Ready,Schupperkle,Test,NM20893004
16SS2800,GRST Loose Jazz 73B,Scotch Shorthorn,Test,S4250989
1016,Rascal Jones Briar The Good Friar,Scottish,Test,
D441,Bardriann's Choir Boy,Scottish Terrier,Test,RM279092/01
Partridge Semen,CH Glad Mac's Taliesin The Bard,Scottish Terrier,Test,RB047175
4005,Radiant Sir Arthur @ Stalwart,Scottish Terrier,Test,RN106554-07
41SE3172,930,Senepol,Test,
41SE3173,935,Senepol,Test,
SE1055,BTF 7841 4F 3613,Senepol,Test,
41SE3170,BTF 901J,Senepol,Test,1107079
41SE3171,BTF 944J,Senepol,Test,1107085
41SE3164,BTF RB 946,Senepol,Test,1107086
47SE1016,HVC 754A 21K,Senepol,Test,1107555
47SE1018,Milkman NS4F,Senepol,Test,1077234
49SE1019,Milkman NS4F,Senepol,Test,1077234
16SE1865,OCC 695X (329N x 3613),Senepol,Test,
9988,Empire's Double Expresso Far East,Shar Pei,Test,NP24294301
37,Far East KC Royal Slugger Success,SharPei,Test,
107,Good Fortune Preferred Player,Sharpei,Test,NP303407-03
1234,Epics Far East Maine To Kansas Monroe,Shar-pei,Test,
black dorper,black dorper,sheep,Test,
109D024,HC 6 2666 (Diablo),sheep,Test,RF091005
Mount Up,Mount Up (Ram),sheep,Test,
1111,Kepano Penddragon Shiba,Shibainu,Test,NP330583-04
16SSN469,222 D White Cloud,Shorthorn,Test,
154SS014,4D Double Trouble,Shorthorn,Test,3973176
129SS235,AR SU LU 38 Special Edition,Shorthorn,Test,
E1153 5396,Bax Emilie Anna 559-147 x Shear Force 38K,Shorthorn,Test,
90SS0001B,BBS PT Extra B519 ET  Time Share,Shorthorn,Test,3605-635?
90SS0002,BBS PT Paragon B517 ET  (Time Sharing),Shorthorn,Test,3808-936
138SS1321,BCC Double Down,Shorthorn,Test,28589
138SS1588,BCC Mr Ante Up,Shorthorn,Test,3995799
SS3283,Big & Rich,Shorthorn,Test,
SS041,Bloodstone 603,Shorthorn,Test,
K903,Deer Park Improver,Shorthorn,Test,
16SSE903,Deer Trail Goliath,Shorthorn,Test,3729-088
SS198,DFS Gold 002,Shorthorn,Test,
SS99,Dun Beacon Venture,Shorthorn,Test,
SS281,Eionmor Mrquis 80G,Shorthorn,Test,
16SS1029,Fieser DF 3403R,Shorthorn,Test,
154SS053,Gold Digger,Shorthorn,Test,
103A (90SS103),Granda LNDMRK 6268,Shorthorn,Test,3803-111
16SS0694,J1 Royal Knight,Shorthorn,Test,AR27295
16SS0104,Jake's Blue 222H,Shorthorn,Test,35484
129SS315,Jake's Blue Diamond 215Y,Shorthorn,Test,
16SS1840,Jake's Blue Moon 250W,Shorthorn,Test,56387
16SST703,Jake's Pride 245B,Shorthorn,Test,30384
16SS1713,Jakes Sultan of Jazz 213S,Shorthorn,Test,X4135958
16SS1733,Jakes Sulton of Jazz 213S,Shorthorn,Test,X4135958
16SS1768,Jake's Unbiased,Shorthorn,Test,
16SS0308,Jakes Uno,Shorthorn,Test,
SS399,Kaper 4508,Shorthorn,Test,
129SS206,K-Kim Oketo 32L ET,Shorthorn,Test,X4037425
SS226,K-Kim Oketo 32L ET,Shorthorn,Test,X4037425
129SS195,K-Kim Westport 966,Shorthorn,Test,4008432
109SS38,Last Chance,Shorthorn,Test,SX3955103
54SS30,Lazy DHL Quane,Shorthorn,Test,
29SS0027,LC Diamond Cutter,Shorthorn,Test,X3950657
129SS128,M & H Stinger 9003,Shorthorn,Test,
109SS51,MCF Warhorse,Shorthorn,Test,277671
138SS3470,MM Radioactive 05,Shorthorn,Test,X4094744
SS254,Old Skool ET,Shorthorn,Test,
100 9720,Poly Prophet 808,Shorthorn,Test,
16SS0491,RCS Wrangler AS 2000,Shorthorn,Test,X4029607
16SS0328,RHF Magnum,Shorthorn,Test,4017338
16SSN206,Riola Instant Attention,Shorthorn,Test,
16SS1069,RRC Base Loaded,Shorthorn,Test,
54SS186,SBR 20/20 Vision,Shorthorn,Test,4026214
E Joe,SCC Eskimo Joe,Shorthorn,Test,157SS1236
138SS4259,SCSP DJS Free 4 All 836,Shorthorn,Test,
16SS0211,SPRB The Moneymaker,Shorthorn,Test,3997525
16SS0200,STRB Bottom Line 4236,Shorthorn,Test,3997325
54SS323,STRM Absolut T491,Shorthorn,Test,4131094
SS88,Studer's Pretender,Shorthorn,Test,
GGRC SS13,Sull GNCC Asset,Shorthorn,Test,4099888
49SS1630,Sull GNCC Asset 10R,Shorthorn,Test,4099888
0001A (90SS0001),Time Sharing,Shorthorn,Test,
129SS232,TTT Apollo,Shorthorn,Test,AR35304
SS232,TTT Apollo,Shorthorn,Test,
War Eagle,War Eagle 041 (138SS3259),Shorthorn,Test,
54SS174,WHR Sonny 8114,Shorthorn,Test,X4009301
153SP7,NO NAME,Shorthorn Friesian,Test,
179SP154,FSF King of Men ET,Shorthorn Polled,Test,4220988
109SP172,FSF Near Perfect,Shorthorn Polled,Test,
140SP0105,Vortec,shorthorn polled,Test,
16SSE333,Deer Park Red Devil,shorthorn scotch,Test,
237SS0002,DF Talledega 3x,Shorthorn Scotch,Test,4164498
138SS3506,Free Bird,Shorthorn Scotch,Test,
SS102,Irish Pride,shorthorn scotch,Test,3715737
SS217,Jake's Proud Jazz 266L,shorthorn scotch,Test,
138SS3993,Phildon Absolutely ET,Shorthorn Scotch,Test,
54MA901,Pistol Pete,Shorthorn Scotch,Test,
54SS299,TM Gus 36S,Shorthorn Scotch,Test,
507,Freons Southern Sunrise,Siberian,Test,
89,Hurricanes Ayuko Brave Heart,Siberian,Test,WS36757001
128,Mirages Climbin Down The Chimney,Siberian,Test,WS36384703
85,Mirages Only You,Siberian,Test,WS37518001
7M182, Alpine Polled Proto,Simmental,Test,352747
7SM182, Alpine Polled Proto,Simmental,Test,352747
21SM418, MS Shyloh (Shiloh),Simmental,Test,1507556
8683,108SMBlack,Simmental,Test,
1SM437,3C Full Figures C288,Simmental,Test,1716918
21SM437,3C Full Figures C288,Simmental,Test,1716918
SM0437,3C Full Figures C288,Simmental,Test,1716918
SM437,3C Full Figures C288,Simmental,Test,1716918
1SM446,3M Black Zeus,Simmental,Test,1690965
237SM1136,5B Deacon 308A,Simmental,Test,2764838
16SM2740,A126 Force of Joy,Simmental,Test,2840608
SM716,ABKS 5B Deacon 308A,Simmental,Test,
28SM0048,Abricot,Simmental,Test,CSA441
28SM048,Abricot,Simmental,Test,CSA441
28SM48,Abricot,Simmental,Test,5271069
SM48,Abricot,Simmental,Test,CSA 441
SM47,Acajou,Simmental,Test,
16SM2009,ACW Ironhide 395Y,Simmental,Test,2624126
1SM154,ACW Ironhide 395Y,Simmental,Test,2624126
1SM2009,ACW Ironhide 395Y,Simmental,Test,2624126
29SM182,Alpine PLD Proto,Simmental,Test,352747
7SM36,Autobahn,Simmental,Test,
14SM308,Bar 5 Casanova,Simmental,Test,
70SM9969,BAR 5 SA Benz 415L,Simmental,Test,T559543
200SM301,BAR 5P SA Expert 826M,Simmental,Test,T1590604
1SM490,BAR CK Bulldozer,Simmental,Test,
